Submission_ID,Common_Name,Scientific_Name,Latitude,Longitude,Date,Time,Duration_(Min)
S40183623,Brown-headed Honeyeater,Melithreptus brevirostris,-34.647,150.4823,10-29-2017,05:20:00,49
S40183623,Noisy Friarbird,Philemon corniculatus,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Noisy Friarbird,Philemon corniculatus,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183895,Spotted Pardalote,Pardalotus punctatus,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183696,Spotted Pardalote,Pardalotus punctatus,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183887,Spotted Pardalote,Pardalotus punctatus,-34.08929,151.07261,10-29-2017,12:25:00,9
S40183623,Spotted Pardalote,Pardalotus punctatus,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Yellow-throated Scrubwren,Sericornis citreogularis,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183696,White-browed Scrubwren,Sericornis frontalis,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183887,White-browed Scrubwren,Sericornis frontalis,-34.08929,151.07261,10-29-2017,12:25:00,9
S40183623,White-browed Scrubwren,Sericornis frontalis,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,White-browed Scrubwren,Sericornis frontalis,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183696,Brown Thornbill,Acanthiza pusilla,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183880,Brown Thornbill,Acanthiza pusilla,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Brown Thornbill,Acanthiza pusilla,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Brown Thornbill,Acanthiza pusilla,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183869,Yellow-rumped Thornbill,Acanthiza chrysorrhoa,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183869,Yellow Thornbill,Acanthiza nana,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183623,Striated Thornbill,Acanthiza lineata,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Striated Thornbill,Acanthiza lineata,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183880,Brown Gerygone,Gerygone mouki,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Brown Gerygone,Gerygone mouki,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Brown Gerygone,Gerygone mouki,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183696,Eastern Whipbird,Psophodes olivaceus,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183623,Eastern Whipbird,Psophodes olivaceus,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Eastern Whipbird,Psophodes olivaceus,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183895,Australian Magpie (Black-backed),Gymnorhina tibicen,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183630,Australian Magpie (Black-backed),Gymnorhina tibicen,-34.6918083,150.5269867,10-29-2017,06:21:00,5
S40183696,Australian Magpie (Black-backed),Gymnorhina tibicen,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183623,Australian Magpie (Black-backed),Gymnorhina tibicen,-34.647,150.4823,10-29-2017,05:20:00,49
S40183895,Pied Currawong,Strepera graculina,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183630,Pied Currawong,Strepera graculina,-34.6918083,150.5269867,10-29-2017,06:21:00,5
S40183696,Pied Currawong,Strepera graculina,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183880,Pied Currawong,Strepera graculina,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Pied Currawong,Strepera graculina,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Pied Currawong,Strepera graculina,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183895,Black-faced Cuckooshrike,Coracina novaehollandiae,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183869,Black-faced Cuckooshrike,Coracina novaehollandiae,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183880,Black-faced Cuckooshrike,Coracina novaehollandiae,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183880,Gray Shrikethrush,Colluricincla harmonica,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Gray Shrikethrush,Colluricincla harmonica,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Gray Shrikethrush,Colluricincla harmonica,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183880,Golden Whistler,Pachycephala pectoralis,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Golden Whistler,Pachycephala pectoralis,-34.647,150.4823,10-29-2017,05:20:00,49
S40183867,Olive-backed Oriole,Oriolus sagittatus,-34.774205,150.70248,10-29-2017,08:18:00,NA
S40183880,Olive-backed Oriole,Oriolus sagittatus,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183866,Australasian Figbird,Sphecotheres vieilloti,-34.8085379,150.7089499,10-29-2017,08:14:00,NA
S40183895,Willie-wagtail,Rhipidura leucophrys,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183869,Willie-wagtail,Rhipidura leucophrys,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183869,Gray Fantail,Rhipidura albiscapa,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183696,Gray Fantail,Rhipidura albiscapa,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183880,Gray Fantail,Rhipidura albiscapa,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Gray Fantail,Rhipidura albiscapa,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Gray Fantail,Rhipidura albiscapa,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183880,Black-faced Monarch,Monarcha melanopsis,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183875,Black-faced Monarch,Monarcha melanopsis,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183895,Magpie-lark,Grallina cyanoleuca,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183869,Magpie-lark,Grallina cyanoleuca,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183630,Magpie-lark,Grallina cyanoleuca,-34.6918083,150.5269867,10-29-2017,06:21:00,5
S40183892,Magpie-lark,Grallina cyanoleuca,-34.07484,151.05583,10-29-2017,12:39:00,5
S40183872,Magpie-lark,Grallina cyanoleuca,-34.5444078,150.7841915,10-29-2017,09:07:00,5
S40183869,Australian Raven,Corvus coronoides,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183630,Australian Raven,Corvus coronoides,-34.6918083,150.5269867,10-29-2017,06:21:00,5
S40183887,Australian Raven,Corvus coronoides,-34.08929,151.07261,10-29-2017,12:25:00,9
S40183875,Australian Raven,Corvus coronoides,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183696,Eastern Yellow Robin,Eopsaltria australis,-34.8618379,150.7471537,10-29-2017,07:10:00,53
S40183880,Eastern Yellow Robin,Eopsaltria australis,-34.14377,151.02699,10-29-2017,11:33:00,26
S40183623,Eastern Yellow Robin,Eopsaltria australis,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Eastern Yellow Robin,Eopsaltria australis,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183894,Eurasian Skylark,Alauda arvensis,-33.9532523,151.1950493,10-29-2017,13:34:00,8
S40183895,Welcome Swallow,Hirundo neoxena,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183630,Welcome Swallow,Hirundo neoxena,-34.6918083,150.5269867,10-29-2017,06:21:00,5
S40183872,Welcome Swallow,Hirundo neoxena,-34.5444078,150.7841915,10-29-2017,09:07:00,5
S40183895,Fairy Martin,Petrochelidon ariel,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183869,Red-whiskered Bulbul,Pycnonotus jocosus,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183869,Australian Reed Warbler,Acrocephalus australis,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183894,Brown Songlark,Megalurus cruralis,-33.9532523,151.1950493,10-29-2017,13:34:00,8
S40183895,Tawny Grassbird,Megalurus timoriensis,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183895,Golden-headed Cisticola,Cisticola exilis,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183895,Silver-eye,Zosterops lateralis,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183869,Silver-eye,Zosterops lateralis,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183623,Silver-eye,Zosterops lateralis,-34.647,150.4823,10-29-2017,05:20:00,49
S40183875,Bassian Thrush,Zoothera lunulata,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183895,European Starling,Sturnus vulgaris,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183896,European Starling,Sturnus vulgaris,-33.9412371,151.2646124,10-29-2017,14:29:00,31
S40183895,Common Myna,Acridotheres tristis,-33.9378058,151.2056923,10-29-2017,13:50:00,24
S40183896,Common Myna,Acridotheres tristis,-33.9412371,151.2646124,10-29-2017,14:29:00,31
S40183666,Common Myna,Acridotheres tristis,-34.8535349,150.5974756,10-29-2017,06:52:00,NA
S40183875,Mistletoebird,Dicaeum hirundinaceum,-34.3996706,150.8500421,10-29-2017,09:51:00,52
S40183869,European Goldfinch,Carduelis carduelis,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183887,Beautiful Firetail,Stagonopleura bella,-34.08929,151.07261,10-29-2017,12:25:00,9
S40183869,Red-browed Firetail,Neochmia temporalis,-34.6220167,150.83106,10-29-2017,08:43:00,13
S40183875,Red-browed Firetail,Neochmia temporalis,-34.3996706,150.8500421,10-29-2017,09:51:00,52
